FunctionName, RelativePath,NumberOfBugs
rl_reset_screen_size, bash-4.2\lib\readline\terminal.c, 0
rl_reset_terminal, bash-4.2\lib\readline\terminal.c, 0
rl_resize_terminal, bash-4.2\lib\readline\terminal.c, 0
rl_restart_output, bash-4.2\lib\readline\rltty.c, 0
rl_restore_prompt, bash-4.2\lib\readline\readline.h, 0
rl_restore_state, bash-4.2\lib\readline\readline.c, 0
rl_save_prompt, bash-4.2\lib\readline\readline.h, 0
rl_save_state, bash-4.2\lib\readline\readline.c, 0
rl_set_key, bash-4.2\lib\readline\bind.c, 0
rl_set_keyboard_input_timeout, bash-4.2\lib\readline\input.c, 0
rl_set_keymap, bash-4.2\lib\readline\readline.h, 0
rl_set_keymap_from_edit_mode, bash-4.2\lib\readline\readline.h, 0
rl_set_paren_blink_timeout, bash-4.2\lib\readline\parens.c, 0
rl_set_prompt, bash-4.2\lib\readline\readline.c, 0
rl_set_screen_size, bash-4.2\lib\readline\terminal.c, 0
rl_set_signals, bash-4.2\lib\readline\signals.c, 0
rl_show_char, bash-4.2\lib\readline\display.c, 0
rl_stop_output, bash-4.2\lib\readline\rltty.c, 0
rl_translate_keyseq, bash-4.2\lib\readline\readline.h, 0
rl_tty_set_default_bindings, bash-4.2\lib\readline\rltty.c, 0
rl_tty_unset_default_bindings, bash-4.2\lib\readline\readline.h, 0
rl_unbind_command_in_map, bash-4.2\lib\readline\bind.c, 0
rl_unbind_function_in_map, bash-4.2\lib\readline\bind.c, 0
rl_unbind_key, bash-4.2\lib\readline\bind.c, 0
rl_unbind_key_in_map, bash-4.2\lib\readline\bind.c, 0
rl_unix_filename_rubout, bash-4.2\lib\readline\kill.c, 0
rl_variable_dumper, bash-4.2\lib\readline\bind.c, 0
rl_variable_value, bash-4.2\lib\readline\bind.c, 0
glob_char_p, bash-4.2\pathexp.c, 0
ignore_glob_matches, bash-4.2\pathexp.h, 0
quote_globbing_chars, bash-4.2\pathexp.c, 0
setup_glob_ignore, bash-4.2\pathexp.c, 0
setup_ignore_patterns, bash-4.2\pathexp.h, 0
should_ignore_glob_matches, bash-4.2\pathexp.h, 0
strchrnul, bash-4.2\lib\sh\strchrnul.c, 0
libintl_dgettext, bash-4.2\lib\intl\dgettext.c, 0
change_prompt, bash-4.2\lib\readline\examples\excallback.c, 0
get_prompt, bash-4.2\lib\readline\examples\excallback.c, 0
process_line, bash-4.2\lib\readline\examples\excallback.c, 0
sh_invalidopt, bash-4.2\builtins\common.c, 0
sh_needarg, bash-4.2\builtins\common.c, 0
sh_neednumarg, bash-4.2\builtins\common.c, 0
strpbrk, bash-4.2\lib\sh\strpbrk.c, 0
alphabetic, bash-4.2\lib\readline\compat.c, 0
completion_matches, bash-4.2\lib\readline\compat.c, 0
crlf, bash-4.2\lib\readline\compat.c, 0
ding, bash-4.2\lib\readline\compat.c, 0
filename_completion_function, bash-4.2\lib\readline\compat.c, 0
free_undo_list, bash-4.2\lib\readline\compat.c, 0
maybe_replace_line, bash-4.2\lib\readline\compat.c, 0
maybe_save_line, bash-4.2\lib\readline\compat.c, 0
maybe_unsave_line, bash-4.2\lib\readline\compat.c, 0
username_completion_function, bash-4.2\lib\readline\compat.c, 0
strprint, bash-4.2\support\recho.c, 0
_nl_free_domain_conv, bash-4.2\lib\intl\loadmsgcat.c, 0
_nl_init_domain_conv, bash-4.2\lib\intl\loadmsgcat.c, 0
INTERNAL_GLOB_PATTERN_P, bash-4.2\lib\glob\glob_loop.c, 0
tty_builtin, bash-4.2\examples\loadables\tty.c, 0
sh_invalidnum, bash-4.2\builtins\common.c, 0
strftime_builtin, bash-4.2\examples\loadables\strftime.c, 0
fpurge, bash-4.2\lib\sh\fpurge.c, 0
read_history_range, bash-4.2\lib\readline\history.h, 0
append_history, bash-4.2\lib\readline\histfile.c, 0
history_do_write, bash-4.2\lib\readline\histfile.c, 0
history_filename, bash-4.2\lib\readline\histfile.c, 0
history_truncate_file, bash-4.2\lib\readline\histfile.c, 0
read_history, bash-4.2\lib\readline\histfile.c, 0
write_history, bash-4.2\lib\readline\histfile.c, 0
fnx_fromfs, bash-4.2\lib\sh\fnxform.c, 0
fnx_tofs, bash-4.2\lib\sh\fnxform.c, 0
get_locale_var, bash-4.2\externs.h, 0
bcopy, bash-4.2\lib\sh\oslib.c, 0
compare_contin, bash-4.2\lib\termcap\termcap.c, 0
find_capability, bash-4.2\lib\termcap\termcap.c, 0
gobble_line, bash-4.2\lib\termcap\termcap.c, 0
memory_error_and_abort, bash-4.2\lib\readline\xmalloc.c, 0
name_match, bash-4.2\lib\termcap\termcap.c, 0
scan_file, bash-4.2\lib\termcap\termcap.c, 0
tgetent, bash-4.2\lib\termcap\termcap.c, 0
tgetflag, bash-4.2\lib\termcap\termcap.c, 0
tgetnum, bash-4.2\lib\termcap\termcap.c, 0
tgetst1, bash-4.2\lib\termcap\termcap.c, 0
tgetstr, bash-4.2\lib\termcap\termcap.c, 0
tputs, bash-4.2\lib\termcap\termcap.c, 0
xmalloc, bash-4.2\lib\readline\xmalloc.c, 0
xrealloc, bash-4.2\lib\readline\xmalloc.c, 0
alloca, bash-4.2\lib\malloc\alloca.c, 0
find_stack_direction, bash-4.2\lib\malloc\alloca.c, 0
bash_malloc_stub, bash-4.2\lib\malloc\stub.c, 0
exit_shell, bash-4.2\externs.h, 0
reader_loop, bash-4.2\eval.c, 0
push_builtin, bash-4.2\examples\loadables\push.c, 0
malloc_set_trace, bash-4.2\lib\malloc\trace.c, 0
malloc_set_tracefn, bash-4.2\lib\malloc\trace.c, 0
malloc_set_tracefp, bash-4.2\lib\malloc\trace.c, 0
malloc_trace_bin, bash-4.2\lib\malloc\trace.c, 0
decode_signal, bash-4.2\trap.c, 0
free_trap_strings, bash-4.2\trap.c, 0
get_all_original_signals, bash-4.2\trap.c, 0
ignore_signal, bash-4.2\trap.c, 0
initialize_traps, bash-4.2\trap.c, 0
maybe_call_trap_handler, bash-4.2\trap.c, 0
restore_default_signal, bash-4.2\trap.c, 0
restore_original_signals, bash-4.2\trap.c, 0
run_debug_trap, bash-4.2\trap.c, 0
run_error_trap, bash-4.2\trap.c, 0
run_interrupt_trap, bash-4.2\trap.h, 0
run_pending_traps, bash-4.2\trap.c, 0
run_return_trap, bash-4.2\trap.c, 0
set_debug_trap, bash-4.2\trap.c, 0
set_error_trap, bash-4.2\trap.c, 0
set_return_trap, bash-4.2\trap.c, 0
set_signal, bash-4.2\trap.h, 0
set_signal_ignored, bash-4.2\trap.c, 0
signal_in_progress, bash-4.2\trap.c, 0
signal_is_hard_ignored, bash-4.2\trap.c, 0
signal_is_ignored, bash-4.2\trap.c, 0
signal_is_special, bash-4.2\trap.c, 0
signal_is_trapped, bash-4.2\trap.c, 0
signal_name, bash-4.2\trap.c, 0
netopen, bash-4.2\lib\sh\netopen.c, 0
find_matching_open, bash-4.2\lib\readline\parens.c, 0
get_history_event, bash-4.2\lib\readline\histexpand.c, 0
history_arg_extract, bash-4.2\lib\readline\history.h, 0
history_expand, bash-4.2\lib\readline\histexpand.c, 0
history_tokenize, bash-4.2\lib\readline\history.h, 0
do_redirections, bash-4.2\redir.c, 0
stdin_redirects, bash-4.2\redir.c, 0
clear_unwind_protect_list, bash-4.2\unwind_prot.c, 0
remove_unwind_protect, bash-4.2\unwind_prot.c, 0
run_unwind_protects, bash-4.2\unwind_prot.c, 0
internal_warning, bash-4.2\error.c, 0
process_exit_status, bash-4.2\jobs.c, 0
decode_prompt_string, bash-4.2\externs.h, 0
make_command_string, bash-4.2\externs.h, 0
print_simple_command, bash-4.2\externs.h, 0
sh_contains_shell_metas, bash-4.2\lib\sh\shquote.c, 0
sh_set_lines_and_columns, bash-4.2\variables.c, 0
change_flag, bash-4.2\flags.c, 0
_print_word_list, bash-4.2\print_cmd.c, 0
command_print_word_list, bash-4.2\print_cmd.c, 0
cprintf, bash-4.2\print_cmd.c, 0
indent, bash-4.2\print_cmd.c, 0
indirection_level_string, bash-4.2\print_cmd.c, 0
make_command_string_internal, bash-4.2\print_cmd.c, 1
named_function_string, bash-4.2\print_cmd.c, 0
newline, bash-4.2\print_cmd.c, 0
print_case_clauses, bash-4.2\print_cmd.c, 0
print_case_command, bash-4.2\print_cmd.c, 0
print_case_command_head, bash-4.2\print_cmd.c, 0
print_command, bash-4.2\print_cmd.c, 0
print_deferred_heredocs, bash-4.2\print_cmd.c, 0
print_for_command, bash-4.2\print_cmd.c, 0
print_for_command_head, bash-4.2\print_cmd.c, 0
print_function_def, bash-4.2\print_cmd.c, 0
print_group_command, bash-4.2\print_cmd.c, 1
print_heredoc_body, bash-4.2\print_cmd.c, 0
print_heredoc_header, bash-4.2\print_cmd.c, 0
print_heredocs, bash-4.2\print_cmd.c, 0
print_if_command, bash-4.2\print_cmd.c, 0
print_redirection, bash-4.2\print_cmd.c, 0
print_redirection_list, bash-4.2\print_cmd.c, 0
print_until_command, bash-4.2\print_cmd.c, 0
print_until_or_while, bash-4.2\print_cmd.c, 0
print_while_command, bash-4.2\print_cmd.c, 0
reset_locals, bash-4.2\print_cmd.c, 0
semicolon, bash-4.2\print_cmd.c, 0
the_printed_command_resize, bash-4.2\print_cmd.c, 0
xprintf, bash-4.2\print_cmd.c, 0
xtrace_fdchk, bash-4.2\print_cmd.c, 0
xtrace_init, bash-4.2\print_cmd.c, 0
xtrace_print_case_command_head, bash-4.2\print_cmd.c, 0
xtrace_print_for_command_head, bash-4.2\print_cmd.c, 0
xtrace_print_word_list, bash-4.2\print_cmd.c, 0
xtrace_reset, bash-4.2\print_cmd.c, 0
xtrace_set, bash-4.2\print_cmd.c, 0
_nl_make_l10nflist, bash-4.2\lib\intl\l10nflist.c, 0
_nl_normalize_codeset, bash-4.2\lib\intl\l10nflist.c, 0
argz_count__, bash-4.2\lib\intl\l10nflist.c, 0
argz_next__, bash-4.2\lib\intl\l10nflist.c, 0
argz_stringify__, bash-4.2\lib\intl\l10nflist.c, 0
pop, bash-4.2\lib\intl\l10nflist.c, 0
stop_pipeline, bash-4.2\nojobs.c, 0
libintl_textdomain, bash-4.2\lib\intl\textdomain.c, 0
_rl_free_history_entry, bash-4.2\lib\readline\misc.c, 0
_rl_subseq_getchar, bash-4.2\lib\readline\readline.c, 0
_rl_subseq_result, bash-4.2\lib\readline\readline.c, 0
bind_arrow_keys, bash-4.2\lib\readline\readline.c, 0
bind_arrow_keys_internal, bash-4.2\lib\readline\readline.c, 0
readline_default_bindings, bash-4.2\lib\readline\readline.c, 0
readline_initialize_everything, bash-4.2\lib\readline\readline.c, 0
readline_internal, bash-4.2\lib\readline\readline.c, 0
readline_internal_charloop, bash-4.2\lib\readline\readline.c, 0
reset_default_bindings, bash-4.2\lib\readline\readline.c, 0
_rl_arg_dispatch, bash-4.2\lib\readline\misc.c, 0
_rl_history_set_point, bash-4.2\lib\readline\misc.c, 0
rl_digit_loop, bash-4.2\lib\readline\misc.c, 0
rl_replace_from_history, bash-4.2\lib\readline\misc.c, 0
strtol, bash-4.2\lib\sh\strtol.c, 0
memory_error_and_abort, bash-4.2\lib\malloc\xmalloc.c, 0
tgoto, bash-4.2\lib\termcap\tparam.c, 0
tparam, bash-4.2\lib\termcap\tparam.c, 0
tparam1, bash-4.2\lib\termcap\tparam.c, 0
xmalloc, bash-4.2\lib\malloc\xmalloc.c, 0
xrealloc, bash-4.2\lib\malloc\xmalloc.c, 0
zmapfd, bash-4.2\lib\sh\zmapfd.c, 0
zread, bash-4.2\lib\sh\zread.c, 0
alloc_undo_entry, bash-4.2\lib\readline\undo.c, 0
_nl_explode_name, bash-4.2\lib\intl\explodename.c, 0
_nl_find_language, bash-4.2\lib\intl\explodename.c, 0
dir_ok, bash-4.2\examples\loadables\pathchk.c, 0
pathchk_builtin, bash-4.2\examples\loadables\pathchk.c, 0
portable_chars_only, bash-4.2\examples\loadables\pathchk.c, 0
safe_stat, bash-4.2\examples\loadables\pathchk.c, 0
validate_path, bash-4.2\examples\loadables\pathchk.c, 0
xstrdup, bash-4.2\examples\loadables\pathchk.c, 0
_path_isdir, bash-4.2\lib\sh\pathcanon.c, 0
sh_canonpath, bash-4.2\lib\sh\pathcanon.c, 0
bzero, bash-4.2\lib\sh\oslib.c, 0
gethostname, bash-4.2\lib\sh\oslib.c, 0
getmaxchild, bash-4.2\lib\sh\oslib.c, 0
copy_bucket_array, bash-4.2\hashlib.c, 0
hash_bucket, bash-4.2\hashlib.c, 0
hash_copy, bash-4.2\hashlib.c, 0
hash_create, bash-4.2\hashlib.c, 0
hash_dispose, bash-4.2\hashlib.c, 0
hash_flush, bash-4.2\hashlib.c, 0
hash_insert, bash-4.2\hashlib.c, 0
hash_remove, bash-4.2\hashlib.c, 0
hash_search, bash-4.2\hashlib.c, 0
hash_size, bash-4.2\hashlib.c, 0
hash_string, bash-4.2\hashlib.c, 0
hash_walk, bash-4.2\hashlib.c, 0
addblanks, bash-4.2\mksyntax.c, 0
addcchar, bash-4.2\mksyntax.c, 0
addcstr, bash-4.2\mksyntax.c, 0
cdesc, bash-4.2\mksyntax.c, 0
dump_lflags, bash-4.2\mksyntax.c, 0
dump_lsyntax, bash-4.2\mksyntax.c, 0
getcstr, bash-4.2\mksyntax.c, 0
load_lsyntax, bash-4.2\mksyntax.c, 0
memory_error_and_abort, bash-4.2\builtins\mkbuiltins.c, 0
wcomment, bash-4.2\mksyntax.c, 0
_rl_isearch_cleanup, bash-4.2\lib\readline\isearch.c, 0
_rl_isearch_fini, bash-4.2\lib\readline\isearch.c, 0
_rl_isearch_init, bash-4.2\lib\readline\isearch.c, 0
rl_display_search, bash-4.2\lib\readline\isearch.c, 0
rl_search_history, bash-4.2\lib\readline\isearch.c, 0
_nl_expand_alias, bash-4.2\lib\intl\localealias.c, 0
alias_compare, bash-4.2\lib\intl\localealias.c, 0
extend_alias_table, bash-4.2\lib\intl\localealias.c, 0
read_alias_file, bash-4.2\lib\intl\localealias.c, 0
initialize_shell_builtins, bash-4.2\builtins\common.c, 0
maybe_execute_file, bash-4.2\builtins\evalfile.c, 0
remember_args, bash-4.2\builtins\common.c, 0
disable_priv_mode, bash-4.2\externs.h, 0
isnetconn, bash-4.2\lib\sh\netconn.c, 0
set_default_lang, bash-4.2\locale.c, 0
set_default_locale, bash-4.2\locale.c, 0
set_default_locale_vars, bash-4.2\locale.c, 0
sh_exit, bash-4.2\externs.h, 0
sh_setlinebuf, bash-4.2\lib\sh\setlinebuf.c, 0
initialize_flags, bash-4.2\flags.c, 0
initialize_bash_input, bash-4.2\y.tab.c, 0
with_input_from_stdin, bash-4.2\y.tab.c, 0
with_input_from_stream, bash-4.2\input.h, 0
cmd_init, bash-4.2\make_cmd.c, 0
initialize_signals, bash-4.2\sig.c, 0
add_shopt_to_alist, bash-4.2\shell.c, 0
bind_args, bash-4.2\shell.c, 0
execute_env_file, bash-4.2\shell.c, 0
init_interactive, bash-4.2\shell.c, 0
init_interactive_script, bash-4.2\shell.c, 0
init_noninteractive, bash-4.2\shell.c, 0
open_shell_script, bash-4.2\shell.c, 0
parse_long_options, bash-4.2\shell.c, 0
parse_shell_options, bash-4.2\shell.c, 0
run_shopt_alist, bash-4.2\shell.c, 0
run_startup_files, bash-4.2\shell.c, 0
set_bash_input, bash-4.2\shell.c, 0
set_shell_name, bash-4.2\shell.c, 0
shell_initialize, bash-4.2\shell.c, 0
shell_reinitialize, bash-4.2\shell.c, 0
show_shell_usage, bash-4.2\shell.c, 0
start_debugger, bash-4.2\shell.c, 0
uidget, bash-4.2\shell.c, 0
unbind_args, bash-4.2\shell.c, 0
unset_bash_input, bash-4.2\shell.c, 0
dirspell, bash-4.2\lib\sh\spell.c, 0
dprintf, bash-4.2\lib\sh\dprintf.c, 0
find_index_in_alist, bash-4.2\stringlib.c, 0
find_string_in_alist, bash-4.2\stringlib.c, 0
find_token_in_alist, bash-4.2\stringlib.c, 0
fmtulong, bash-4.2\lib\sh\fmtulong.c, 0
get_new_window_size, bash-4.2\lib\sh\winsize.c, 0
getcwd, bash-4.2\lib\sh\getcwd.c, 0
input_avail, bash-4.2\lib\sh\input_avail.c, 0
list_length, bash-4.2\list.c, 0
localeexpand, bash-4.2\locale.c, 0
localetrans, bash-4.2\locale.c, 0
mk_msgstr, bash-4.2\locale.c, 0
parse_string_to_word_list, bash-4.2\y.tab.c, 0
read_command, bash-4.2\externs.h, 0
return_EOF, bash-4.2\y.tab.c, 0
set_lang, bash-4.2\locale.c, 0
set_locale_var, bash-4.2\locale.c, 0
sh_backslash_quote, bash-4.2\lib\sh\shquote.c, 0
sh_double_quote, bash-4.2\lib\sh\shquote.c, 0
sh_eaccess, bash-4.2\lib\sh\eaccess.c, 0
sh_mkdoublequoted, bash-4.2\lib\sh\shquote.c, 0
sh_mktmpfd, bash-4.2\lib\sh\tmpfile.c, 0
sh_mktmpname, bash-4.2\lib\sh\tmpfile.c, 0
sh_physpath, bash-4.2\lib\sh\pathphys.c, 0
sh_un_double_quote, bash-4.2\lib\sh\shquote.c, 0
spname, bash-4.2\lib\sh\spell.c, 0
strcasecmp, bash-4.2\lib\sh\strcasecmp.c, 0
strcasestr, bash-4.2\lib\sh\strcasestr.c, 0
strlist_append, bash-4.2\lib\sh\stringlist.c, 0
strlist_copy, bash-4.2\lib\sh\stringlist.c, 0
strlist_create, bash-4.2\lib\sh\stringlist.c, 0
strlist_dispose, bash-4.2\lib\sh\stringlist.c, 0
strlist_flush, bash-4.2\lib\sh\stringlist.c, 0
strlist_merge, bash-4.2\lib\sh\stringlist.c, 0
strlist_prefix_suffix, bash-4.2\lib\sh\stringlist.c, 0
strlist_print, bash-4.2\lib\sh\stringlist.c, 0
strlist_remove, bash-4.2\lib\sh\stringlist.c, 0
strlist_resize, bash-4.2\lib\sh\stringlist.c, 0
strlist_sort, bash-4.2\lib\sh\stringlist.c, 0
strlist_walk, bash-4.2\lib\sh\stringlist.c, 0
strncasecmp, bash-4.2\lib\sh\strcasecmp.c, 0
strnlen, bash-4.2\lib\sh\strnlen.c, 0
strsub, bash-4.2\stringlib.c, 0
strvec_copy, bash-4.2\lib\sh\stringvec.c, 0
strvec_flush, bash-4.2\lib\sh\stringvec.c, 0
strvec_from_word_list, bash-4.2\lib\sh\stringvec.c, 0
strvec_len, bash-4.2\lib\sh\stringvec.c, 0
strvec_remove, bash-4.2\lib\sh\stringvec.c, 0
strvec_sort, bash-4.2\lib\sh\stringvec.c, 0
strvec_strcmp, bash-4.2\lib\sh\stringvec.c, 0
uconvert, bash-4.2\lib\sh\uconvert.c, 0
xbcopy, bash-4.2\stringlib.c, 0
yyparse, bash-4.2\y.tab.c, 0
zreadc, bash-4.2\lib\sh\zread.c, 0
zreadcintr, bash-4.2\lib\sh\zread.c, 0
zreadintr, bash-4.2\lib\sh\zread.c, 0
zreadretry, bash-4.2\lib\sh\zread.c, 0
zreset, bash-4.2\lib\sh\zread.c, 0
zsyncfd, bash-4.2\lib\sh\zread.c, 1
zwrite, bash-4.2\lib\sh\zwrite.c, 0
cr, bash-4.2\lib\readline\display.c, 0
delete_chars, bash-4.2\lib\readline\display.c, 0
expand_prompt, bash-4.2\lib\readline\display.c, 0
init_line_structures, bash-4.2\lib\readline\display.c, 0
insert_some_chars, bash-4.2\lib\readline\display.c, 0
redraw_prompt, bash-4.2\lib\readline\display.c, 0
space_to_eol, bash-4.2\lib\readline\display.c, 0
update_line, bash-4.2\lib\readline\display.c, 0
default_tty_job_signals, bash-4.2\jobs.h, 0
add_unwind_protect_internal, bash-4.2\unwind_prot.c, 0
clear_unwind_protects_internal, bash-4.2\unwind_prot.c, 0
remove_unwind_protect_internal, bash-4.2\unwind_prot.c, 0
restore_variable, bash-4.2\unwind_prot.c, 0
run_unwind_protects_internal, bash-4.2\unwind_prot.c, 0
unwind_frame_discard_internal, bash-4.2\unwind_prot.c, 0
unwind_frame_run_internal, bash-4.2\unwind_prot.c, 0
unwind_protect_mem_internal, bash-4.2\unwind_prot.c, 0
without_interrupts, bash-4.2\unwind_prot.c, 0
get_working_directory, bash-4.2\builtins\common.c, 0
execute_variable_command, bash-4.2\y.tab.c, 0
gather_here_documents, bash-4.2\input.h, 0
alrm_catcher, bash-4.2\eval.c, 0
send_pwd_to_eterm, bash-4.2\eval.c, 0
get_sys_tmpdir, bash-4.2\lib\sh\tmpfile.c, 0
get_tmpdir, bash-4.2\lib\sh\tmpfile.c, 0
sh_mktmpfp, bash-4.2\lib\sh\tmpfile.c, 0
sigpipe, bash-4.2\builtins\psize.c, 0
_rl_get_keyname, bash-4.2\lib\readline\bind.c, 0
_rl_get_string_variable_value, bash-4.2\lib\readline\bind.c, 0
_rl_init_file_error, bash-4.2\lib\readline\bind.c, 0
_rl_macro_dumper_internal, bash-4.2\lib\readline\bind.c, 0
_rl_read_file, bash-4.2\lib\readline\bind.c, 0
_rl_read_init_file, bash-4.2\lib\readline\bind.c, 0
_rl_untranslate_macro_value, bash-4.2\lib\readline\bind.c, 0
bool_to_int, bash-4.2\lib\readline\bind.c, 0
find_boolean_var, bash-4.2\lib\readline\bind.c, 0
find_string_var, bash-4.2\lib\readline\bind.c, 0
glean_key_from_name, bash-4.2\lib\readline\bind.c, 0
hack_special_boolean_var, bash-4.2\lib\readline\bind.c, 0
handle_parser_directive, bash-4.2\lib\readline\bind.c, 0
parser_else, bash-4.2\lib\readline\bind.c, 0
parser_endif, bash-4.2\lib\readline\bind.c, 0
parser_if, bash-4.2\lib\readline\bind.c, 0
parser_include, bash-4.2\lib\readline\bind.c, 0
substring_member_of_array, bash-4.2\lib\readline\bind.c, 0
sv_bell_style, bash-4.2\lib\readline\bind.c, 0
sv_combegin, bash-4.2\lib\readline\bind.c, 0
sv_compquery, bash-4.2\lib\readline\bind.c, 0
sv_compwidth, bash-4.2\lib\readline\bind.c, 0
sv_dispprefix, bash-4.2\lib\readline\bind.c, 0
sv_editmode, bash-4.2\lib\readline\bind.c, 0
sv_histsize, bash-4.2\lib\readline\bind.c, 0
sv_isrchterm, bash-4.2\lib\readline\bind.c, 0
sv_keymap, bash-4.2\lib\readline\bind.c, 0
make_redirection, bash-4.2\make_cmd.c, 0
add_exec_redirect, bash-4.2\redir.c, 0
add_undo_close_redirect, bash-4.2\redir.c, 0
add_undo_redirect, bash-4.2\redir.c, 0
do_redirection_internal, bash-4.2\redir.c, 2
expandable_redirection_filename, bash-4.2\redir.c, 0
here_document_to_fd, bash-4.2\redir.c, 0
noclobber_open, bash-4.2\redir.c, 0
redir_open, bash-4.2\redir.c, 0
redir_special_open, bash-4.2\redir.c, 0
redir_varassign, bash-4.2\redir.c, 0
redir_varvalue, bash-4.2\redir.c, 0
stdin_redirection, bash-4.2\redir.c, 0
undoablefd, bash-4.2\redir.c, 0
write_here_document, bash-4.2\redir.c, 0
write_here_string, bash-4.2\redir.c, 0
free_plural_expression, bash-4.2\lib\intl\plural-exp.h, 0
__gettexterror, bash-4.2\lib\intl\plural.c, 0
__gettextlex, bash-4.2\lib\intl\plural.c, 0
new_exp, bash-4.2\lib\intl\plural.c, 0
new_exp_0, bash-4.2\lib\intl\plural.c, 0
new_exp_1, bash-4.2\lib\intl\plural.c, 0
new_exp_2, bash-4.2\lib\intl\plural.c, 0
new_exp_3, bash-4.2\lib\intl\plural.c, 0
xrealloc, bash-4.2\builtins\mkbuiltins.c, 0
_nl_getenv, bash-4.2\lib\intl\os2compat.c, 0
nlos2_initialize, bash-4.2\lib\intl\os2compat.c, 0
phash_create, bash-4.2\hashcmd.c, 0
phash_flush, bash-4.2\hashcmd.c, 0
phash_freedata, bash-4.2\hashcmd.c, 0
print_escaped, bash-4.2\lib\intl\log.c, 0
stpcpy, bash-4.2\lib\intl\dcigettext.c, 0
and, bash-4.2\test.c, 0
arithcomp, bash-4.2\test.c, 0
beyond, bash-4.2\test.c, 0
binary_operator, bash-4.2\test.c, 0
expr, bash-4.2\test.c, 0
filecomp, bash-4.2\test.c, 0
integer_expected_error, bash-4.2\test.c, 0
or, bash-4.2\test.c, 0
patcomp, bash-4.2\test.c, 0
posixtest, bash-4.2\test.c, 0
sh_stat, bash-4.2\lib\sh\eaccess.c, 2
term, bash-4.2\test.c, 0
test_syntax_error, bash-4.2\test.c, 0
three_arguments, bash-4.2\test.c, 0
two_arguments, bash-4.2\test.c, 0
unary_operator, bash-4.2\test.c, 0
sh_set_lines_and_columns, bash-4.2\lib\readline\shell.c, 0
sh_single_quote, bash-4.2\lib\sh\shquote.c, 0
allocerr, bash-4.2\xmalloc.c, 0
get_sysdep_segment_value, bash-4.2\lib\intl\loadmsgcat.c, 0
find_flag, bash-4.2\flags.c, 0
reset_shell_flags, bash-4.2\flags.c, 0
set_sigwinch_handler, bash-4.2\sig.h, 0
initialize_shell_signals, bash-4.2\sig.c, 0
initialize_terminating_signals, bash-4.2\sig.c, 0
reset_terminating_signals, bash-4.2\sig.c, 0
sigint_sighandler, bash-4.2\sig.c, 0
termsig_sighandler, bash-4.2\sig.c, 1
unset_sigwinch_handler, bash-4.2\sig.c, 0
rmdir_builtin, bash-4.2\examples\loadables\rmdir.c, 0
set_dollar_vars_unchanged, bash-4.2\builtins\common.c, 0
set_working_directory, bash-4.2\builtins\common.c, 0
sh_readonly, bash-4.2\builtins\common.c, 0
err_readonly, bash-4.2\error.c, 0
add_temp_array_to_env, bash-4.2\variables.c, 0
assign_lineno, bash-4.2\variables.c, 0
assign_random, bash-4.2\variables.c, 0
assign_seconds, bash-4.2\variables.c, 0
assign_subshell, bash-4.2\variables.c, 0
bind_tempenv_variable, bash-4.2\variables.c, 0
bind_variable_internal, bash-4.2\variables.c, 0
brand, bash-4.2\variables.c, 0
create_variable_tables, bash-4.2\variables.c, 0
dispose_temporary_env, bash-4.2\variables.c, 0
dispose_variable_value, bash-4.2\variables.c, 0
export_environment_candidate, bash-4.2\variables.c, 0
fapply, bash-4.2\variables.c, 0
find_special_var, bash-4.2\variables.c, 0
flatten, bash-4.2\variables.c, 0
free_variable_hash_data, bash-4.2\variables.c, 0
get_bash_command, bash-4.2\variables.c, 0
get_bash_name, bash-4.2\variables.c, 0
get_bashpid, bash-4.2\variables.c, 0
get_funcname, bash-4.2\variables.c, 0
get_lineno, bash-4.2\variables.c, 0
get_random, bash-4.2\variables.c, 0
get_seconds, bash-4.2\variables.c, 0
get_self, bash-4.2\variables.c, 0
get_subshell, bash-4.2\variables.c, 0
hash_lookup, bash-4.2\variables.c, 0
init_funcname_var, bash-4.2\variables.c, 0
init_seconds_var, bash-4.2\variables.c, 0
initialize_dynamic_variables, bash-4.2\variables.c, 0
initialize_shell_level, bash-4.2\variables.c, 0
local_and_exported, bash-4.2\variables.c, 0
make_env_array_from_var_list, bash-4.2\variables.c, 0
make_func_export_array, bash-4.2\variables.c, 0
make_new_variable, bash-4.2\variables.c, 0
make_var_export_array, bash-4.2\variables.c, 0
mk_env_string, bash-4.2\variables.c, 0
n_shell_variables, bash-4.2\variables.c, 0
new_shell_variable, bash-4.2\variables.c, 0
null_assign, bash-4.2\variables.c, 0
propagate_temp_var, bash-4.2\variables.c, 0
push_exported_var, bash-4.2\variables.c, 0
push_func_var, bash-4.2\variables.c, 0
push_temp_var, bash-4.2\variables.c, 0
qsort_var_comp, bash-4.2\variables.c, 0
sbrand, bash-4.2\variables.c, 0
seedrand, bash-4.2\variables.c, 0
set_context, bash-4.2\variables.c, 0
set_home_var, bash-4.2\variables.c, 0
set_machine_vars, bash-4.2\variables.c, 0
set_shell_var, bash-4.2\variables.c, 0
set_tty_state, bash-4.2\nojobs.c, 0
sh_get_env_value, bash-4.2\lib\readline\shell.c, 0
sh_get_home_dir, bash-4.2\lib\readline\shell.c, 0
sv_compare, bash-4.2\variables.c, 0
uidset, bash-4.2\variables.c, 0
vapply, bash-4.2\variables.c, 0
variable_in_context, bash-4.2\variables.c, 0
